ID,N_VICTIMAS,AÑO,MES,DIA_SEMANA,DIA_SEMANA_NOM,HORA,TIPO_DE_CALLE,VIAS_INVOL,INTERSECCION,COMUNA,PARTICIPANTES,VICTIMA,ACUSADO,LONGITUD,LATITUD
2016-0001,1,2016,1,4,VIERNES,4.0,AVENIDA,"['PIEDRA BUENA AV.', 'FERNANDEZ DE LA CRUZ, F., GRAL. AV.']",1,8,MOTO-AUTO,MOTO,AUTO,-58.47533969,-34.68757022
2016-0002,1,2016,1,5,SÁBADO,1.25,GRAL PAZ,"['PAZ, GRAL. AV.', 'DE LOS CORRALES AV.']",1,9,AUTO-PASAJEROS,AUTO,PASAJEROS,-58.50877521,-34.66977709
2016-0003,1,2016,1,6,DOMINGO,7.0,AVENIDA,['ENTRE RIOS AV.'],0,1,MOTO-AUTO,MOTO,AUTO,-58.39040293,-34.63189362
2016-0004,1,2016,1,6,DOMINGO,0.0,AVENIDA,"['LARRAZABAL AV.', 'VILLEGAS, CONRADO, GRAL.']",1,8,MOTO-SD,MOTO,SD,-58.46503904,-34.68092974
2016-0005,1,2016,1,3,JUEVES,5.333333333333333,AVENIDA,"['SAN JUAN AV.', 'SAENZ PE?A, LUIS, PRES.']",1,1,MOTO-PASAJEROS,MOTO,PASAJEROS,-58.38718297,-34.6224663
2016-0008,1,2016,1,6,DOMINGO,18.5,AVENIDA,"['27 DE FEBRERO AV.', 'ESCALADA AV.']",1,8,MOTO-OBJETO FIJO,MOTO,OBJETO FIJO,-58.44451316,-34.68475866
2016-0009,1,2016,1,6,DOMINGO,19.166666666666668,CALLE,"['NOGOYA', 'GONZALEZ, JOAQUIN V.']",1,11,MOTO-AUTO,MOTO,AUTO,-58.50095869,-34.6082544
2016-0010,1,2016,1,4,VIERNES,15.333333333333334,GRAL PAZ,"['PAZ, GRAL. AV.', 'DE LOS CORRALES AV.']",1,9,MOTO-AUTO,MOTO,AUTO,-58.50877521,-34.66977709
2016-0012,1,2016,2,0,LUNES,1.3333333333333333,AVENIDA,"['BELGRANO AV.', 'IRIGOYEN, BERNARDO DE']",1,1,MOTO-CARGAS,MOTO,CARGAS,-58.38048577,-34.61303893
2016-0013,1,2016,2,2,MIÉRCOLES,11.5,AVENIDA,['ENTRE RIOS AV.'],0,1,PEATON-AUTO,PEATON,AUTO,-58.39114932,-34.62477387
2016-0015,1,2016,2,6,DOMINGO,5.233333333333333,AVENIDA,"['SCALABRINI ORTIZ, RAUL AV.', 'VERA']",1,15,PEATON-AUTO,PEATON,AUTO,-58.4376002,-34.59912758
2016-0016,1,2016,2,6,DOMINGO,22.0,AVENIDA,"['REGIMIENTO DE PATRICIOS AV.', 'QUINQUELA MARTIN, BENITO']",1,4,MOTO-AUTO,MOTO,AUTO,-58.36882665,-34.64291993
2016-0017,1,2016,2,0,LUNES,16.9,AVENIDA,"['ACOSTA, MARIANO', 'JANER, ANA MARIA']",1,8,PEATON-MOTO,PEATON,MOTO,-58.44989671,-34.65970435
2016-0019,1,2016,2,2,MIÉRCOLES,9.5,CALLE,"['DE LA TORRE, LISANDRO', 'GARCIA GRANDE DE ZEQUEIRA, SEVERO']",1,9,PEATON-PASAJEROS,PEATON,PASAJEROS,-58.50990884,-34.65468721
2016-0020,1,2016,2,2,MIÉRCOLES,16.0,CALLE,['SUIPACHA'],0,1,PEATON-AUTO,PEATON,AUTO,-58.37952223,-34.60653282
2016-0021,1,2016,2,2,MIÉRCOLES,23.583333333333332,AVENIDA,"['DIRECTORIO AV.', 'CURAPALIGUE']",1,7,AUTO-AUTO,AUTO,AUTO,-58.45157703,-34.63063795
2016-0022,1,2016,2,6,DOMINGO,6.0,AVENIDA,"['9 DE JULIO AV.', 'ALSINA, ADOLFO']",1,1,MOTO-AUTO,MOTO,AUTO,-58.38144696,-34.61079875
2016-0025,1,2016,2,6,DOMINGO,4.833333333333333,GRAL PAZ,"['PAZ, GRAL. AV.', '27 DE FEBRERO AV.']",1,8,AUTO-AUTO,AUTO,AUTO,-58.46244952,-34.70524971
2016-0026,1,2016,2,6,DOMINGO,7.5,CALLE,"['HOLMBERG', 'VEDIA']",1,12,AUTO-OBJETO FIJO,AUTO,OBJETO FIJO,-58.49216191,-34.54738649
2016-0027,1,2016,2,6,DOMINGO,9.583333333333334,AVENIDA,"['CURAPALIGUE AV.', 'DIAZ, AVELINO']",1,7,AUTO-AUTO,AUTO,AUTO,-58.44497874,-34.63852623
2016-0028,1,2016,3,2,MIÉRCOLES,10.0,AVENIDA,"['VIAMONTE', '9 DE JULIO AV.']",1,1,PEATON-CARGAS,PEATON,CARGAS,-58.38199706,-34.60028648
2016-0029,1,2016,3,4,VIERNES,17.5,AVENIDA,"['CABILDO AV.', 'DEHEZA']",1,12,PEATON-PASAJEROS,PEATON,PASAJEROS,-58.47378664,-34.54153077
2016-0031,1,2016,3,1,MARTES,12.5,GRAL PAZ,"['PAZ, GRAL. AV.', 'ROCA, CNEL. AV.']",1,8,MOTO-PASAJEROS,MOTO,PASAJEROS,-58.47064556,-34.69843756
2016-0034,1,2016,3,5,SÁBADO,12.5,AVENIDA,"['ALCORTA, AMANCIO AV.', 'BONAVENA, OSCAR NATALIO']",1,4,PEATON-PASAJEROS,PEATON,PASAJEROS,-58.40623949,-34.65076549
2016-0035,1,2016,3,6,DOMINGO,6.0,AVENIDA,"['CORRIENTES AV.', 'CALLAO AV.']",1,3,MOTO-PASAJEROS,MOTO,PASAJEROS,-58.39228965,-34.60443527
2016-0036,1,2016,3,0,LUNES,0.25,CALLE,"['HERRERA', 'VALLE, ARISTOBULO DEL']",1,4,MOTO-PASAJEROS,MOTO,PASAJEROS,-58.37813396,-34.63668504
2016-0037,1,2016,3,5,SÁBADO,11.0,AVENIDA,"['LAFUENTE AV.', 'QUIRNO']",1,7,MOTO-MOTO,MOTO,MOTO,-58.46275892,-34.64358293
2016-0038,1,2016,3,0,LUNES,8.1,GRAL PAZ,"['PAZ, GRAL. AV.', 'ZUVIRIA']",1,8,PEATON-PASAJEROS,PEATON,PASAJEROS,-58.49683458,-34.67892743
2016-0039,1,2016,3,2,MIÉRCOLES,1.8333333333333335,AVENIDA,"['MITRE, BARTOLOME', 'PUEYRREDON AV.']",1,3,MOTO-PASAJEROS,MOTO,PASAJEROS,-58.40603217,-34.6088396
2016-0041,2,2016,3,1,MARTES,11.0,AVENIDA,"['DIRECTORIO AV.', 'RIVERA INDARTE AV.']",1,7,MOTO-CARGAS,MOTO,CARGAS,-58.4607655,-34.63350444
2016-0043,1,2016,3,2,MIÉRCOLES,18.25,AVENIDA,"['DELLEPIANE, LUIS, TTE. GRAL.', 'MURGUIONDO']",1,8,PEATON-CARGAS,PEATON,CARGAS,-58.47832463,-34.67494416
2016-0044,1,2016,3,3,JUEVES,19.666666666666668,AVENIDA,"['MORENO, JOSE MARIA AV.', 'BALBASTRO']",1,7,MULTIPLE,MOTO,MULTIPLE,-58.43213235,-34.63693953
2016-0045,1,2016,4,0,LUNES,10.416666666666666,GRAL PAZ,"['PAZ, GRAL. AV.', 'DEL LIBERTADOR AV.']",1,13,MOTO-SD,MOTO,SD,-58.46743471,-34.53476874
2016-0047,1,2016,4,4,VIERNES,5.5,CALLE,['LIMA'],0,1,PEATON-PASAJEROS,PEATON,PASAJEROS,-58.38247061,-34.62571878
2016-0048,1,2016,4,4,VIERNES,17.666666666666668,AVENIDA,"['CORRIENTES AV.', 'DORREGO AV.']",1,15,PEATON-PASAJEROS,PEATON,PASAJEROS,-58.44759966,-34.5917024
2016-0049,1,2016,4,6,DOMINGO,0.0,AUTOPISTA,['AUTOPISTA 1 SUR PRESIDENTE ARTURO FRONDIZI'],0,4,SD-SD,SD,SD,-58.37714647568196,-34.63657525428238
2016-0050,1,2016,4,1,MARTES,9.833333333333334,AVENIDA,"['GORDILLO, TIMOTEO', 'FERNANDEZ DE LA CRUZ, F., GRAL. AV.']",1,8,PEATON-PASAJEROS,PEATON,PASAJEROS,-58.47305463,-34.68550712
2016-0051,1,2016,4,2,MIÉRCOLES,4.0,AVENIDA,"['ALCORTA, AMANCIO AV.', 'BONAVENA, OSCAR NATALIO']",1,4,MOTO-CARGAS,MOTO,CARGAS,-58.40623949,-34.65076549
2016-0052,1,2016,4,2,MIÉRCOLES,20.0,AUTOPISTA,"['LUGONES, LEOPOLDO AV.']",0,13,MOTO-SD,MOTO,SD,-58.46743471,-34.53476874
2016-0053,1,2016,4,4,VIERNES,9.5,AVENIDA,"['TRIUNVIRATO AV.', 'OLAZABAL AV.']",1,12,PEATON-PASAJEROS,PEATON,PASAJEROS,-58.4842918,-34.57558053
2016-0054,1,2016,4,5,SÁBADO,21.0,AUTOPISTA,"['AUTOPISTA DELLEPIANE LUIS TTE. GRAL.', 'PAZ, GRAL. AV.']",1,8,MOTO-MOTO,MOTO,MOTO,-58.48695354,-34.68795245
2016-0055,1,2016,4,0,LUNES,20.5,AVENIDA,"['CASTILLA, RAMON, MARISCAL', 'FIGUEROA ALCORTA, PRES. AV.']",1,14,PEATON-CARGAS,PEATON,CARGAS,-58.40021959,-34.57964781
2016-0056,1,2016,4,1,MARTES,4.75,AVENIDA,"['CAMPOS, LUIS M. AV.']",0,14,MOTO-OBJETO FIJO,MOTO,OBJETO FIJO,-58.42957885,-34.57660058
2016-0058,1,2016,5,2,MIÉRCOLES,14.0,CALLE,['LIMA'],0,1,PEATON-MOTO,PEATON,MOTO,-58.38247542,-34.62556293
2016-0059,1,2016,5,6,DOMINGO,16.5,CALLE,"['CIUDADELA', 'LIMA']",1,1,PEATON-PASAJEROS,PEATON,PASAJEROS,-58.38222219,-34.62728101
2016-0064,1,2016,5,5,SÁBADO,18.183333333333334,AVENIDA,"['JUSTO, JUAN B. AV.', 'CARRASCO AV.']",1,10,PEATON-PASAJEROS,PEATON,PASAJEROS,-58.49485242,-34.62953445
2016-0065,1,2016,5,4,VIERNES,14.666666666666666,AVENIDA,"['GAONA AV.', 'ESPINOSA']",1,6,PEATON-AUTO,PEATON,AUTO,-58.45227946,-34.61068024
2016-0067,1,2016,5,5,SÁBADO,17.0,AVENIDA,"['DE LA TORRE, LISANDRO', 'SARAZA']",1,8,MOTO-PASAJEROS,MOTO,PASAJEROS,-58.48455411,-34.6751276
2016-0068,1,2016,5,6,DOMINGO,22.0,AVENIDA,"['FIGUEROA ALCORTA, PRES. AV.', 'PUEYRREDON AV.']",1,2,MOTO-PASAJEROS,MOTO,PASAJEROS,-58.39056593,-34.58418569
2016-0069,1,2016,5,0,LUNES,3.5,AVENIDA,"['ENTRE RIOS AV.', 'FILIBERTO']",1,3,AUTO-CARGAS,AUTO,CARGAS,-58.39118948,-34.62704273
2016-0073,1,2016,6,5,SÁBADO,15.0,CALLE,"['MAGARI?OS CERVANTES, A.']",0,10,MOTO-CARGAS,MOTO,CARGAS,-58.49021952,-34.62025108
2016-0074,1,2016,6,6,DOMINGO,6.666666666666667,GRAL PAZ,"['PAZ, GRAL. AV.', 'SCAPINO, RODOLFO']",1,8,AUTO-AUTO,AUTO,AUTO,-58.49896559,-34.67732118
